program  c.domain  adv.model      protocol         partysize  comp.time(s)  comp.peakRAM(MiB)  bin.filesize(MiB)  bandwidths(Mbs)  input_size  runtime_internal(s)  runtime_external(s)  peakRAM(MiB)  jobCPU(%)  P0commRounds  P0dataSent(MB)  ALLdataSent(MB)  System time (s)  Preprocessing Time(s)  Online Phase(s)
53       RING      semihonest     replicated-ring  3          0.31          31                 1                  25000            10000       0.0191777            0.14                 37            187%       ~110          0.23576         0.70728          0.10             on,threads             
53       BINARY    semihonest     replicated-bin   3          NA            NA                 NA                 10000            10000       0.0121256            0.16                 28            161%       ~103          0.164192        0.492576         0.04             NA,NA                  
53       BINARY    semihonest     replicated-bin   3          NA            NA                 NA                 10000            10000       0.0180682            0.15                 30            144%       ~103          0.164192        0.492576         0.06             NA,NA                  
53       BINARY    semihonest     replicated-bin   3          NA            NA                 NA                 10000            10000       0.0132098            0.13                 31            182%       ~103          0.164192        0.492576         0.06             NA,NA                  
53       BINARY    semihonest     replicated-bin   3          NA            NA                 NA                 10000            10000       0.0177               0.14                 29            175%       ~103          0.164192        0.492576         0.09             NA,NA                  
53       BINARY    semihonest     replicated-bin   3          NA            NA                 NA                 1000             10000       0.0121802            0.11                 27            170%       ~103          0.164192        0.492576         0.05             NA,NA                  
53       BINARY    semihonest     replicated-bin   3          NA            NA                 NA                 1000             10000       0.0173033            0.13                 30            200%       ~103          0.164192        0.492576         0.05             NA,NA                  
53       BINARY    semihonest     replicated-bin   3          NA            NA                 NA                 1000             10000       0.0171731            0.15                 29            177%       ~103          0.164192        0.492576         0.10             NA,NA                  
53       BINARY    semihonest     replicated-bin   3          NA            NA                 NA                 1000             10000       0.0165408            0.13                 29            170%       ~103          0.164192        0.492576         0.06             NA,NA                  
53       BINARY    semihonest     replicated-bin   3          NA            NA                 NA                 1000             10000       0.0155746            0.16                 30            149%       ~103          0.164192        0.492576         0.05             NA,NA                  
53       BINARY    semihonest     replicated-bin   3          NA            NA                 NA                 1000             10000       0.0175173            0.14                 28            192%       ~103          0.164192        0.492576         0.08             NA,NA                  
53       BINARY    semihonest     replicated-bin   3          NA            NA                 NA                 1000             10000       0.0176367            0.14                 32            190%       ~103          0.164192        0.492576         0.09             NA,NA                  
53       BINARY    semihonest     replicated-bin   3          NA            NA                 NA                 1000             10000       0.0166852            0.17                 32            142%       ~103          0.164192        0.492576         0.07             NA,NA                  
53       BINARY    semihonest     replicated-bin   3          NA            NA                 NA                 1000             10000       0.0174528            0.14                 28            171%       ~103          0.164192        0.492576         0.08             NA,NA                  
53       BINARY    semihonest     replicated-bin   3          NA            NA                 NA                 1000             10000       0.0205575            0.14                 30            187%       ~103          0.164192        0.492576         0.06             NA,NA                  
53       BINARY    semihonest     replicated-bin   3          NA            NA                 NA                 100              10000       0.0187083            0.14                 31            190%       ~103          0.164192        0.492576         0.06             NA,NA                  
53       BINARY    semihonest     replicated-bin   3          NA            NA                 NA                 100              10000       0.0144948            0.15                 30            124%       ~103          0.164192        0.492576         0.05             NA,NA                  
53       BINARY    semihonest     replicated-bin   3          NA            NA                 NA                 100              10000       0.020272             0.13                 30            192%       ~103          0.164192        0.492576         0.04             NA,NA                  
53       BINARY    semihonest     replicated-bin   3          NA            NA                 NA                 100              10000       0.0194025            0.14                 30            177%       ~103          0.164192        0.492576         0.05             NA,NA                  
53       BINARY    semihonest     replicated-bin   3          NA            NA                 NA                 100              10000       0.0179275            0.15                 31            180%       ~103          0.164192        0.492576         0.08             NA,NA                  
53       BINARY    semihonest     replicated-bin   3          NA            NA                 NA                 100              10000       0.0140974            0.14                 33            127%       ~103          0.164192        0.492576         0.06             NA,NA                  
53       BINARY    semihonest     replicated-bin   3          NA            NA                 NA                 100              10000       0.0178804            0.14                 32            172%       ~103          0.164192        0.492576         0.06             NA,NA                  
53       BINARY    semihonest     replicated-bin   3          NA            NA                 NA                 100              10000       0.0189851            0.15                 31            173%       ~103          0.164192        0.492576         0.04             NA,NA                  
53       BINARY    semihonest     replicated-bin   3          NA            NA                 NA                 100              10000       0.0171043            0.15                 29            164%       ~103          0.164192        0.492576         0.10             NA,NA                  
53       BINARY    semihonest     replicated-bin   3          NA            NA                 NA                 100              10000       0.0189823            0.14                 32            172%       ~103          0.164192        0.492576         0.06             NA,NA                  
53       BINARY    semidishonest  semi-bin         3          0.73          42                 1                  25000            10000       0.153881             0.19                 246           897%       ~765          21.76           64.6426          0.31             NA,NA                  
53       BINARY    semidishonest  semi-bin         3          NA            NA                 NA                 25000            10000       0.245311             0.29                 254           794%       ~765          21.76           64.6426          0.60             NA,NA                  
53       BINARY    semidishonest  semi-bin         3          NA            NA                 NA                 25000            10000       0.156627             0.19                 267           993%       ~765          21.76           64.6426          0.51             NA,NA                  
53       BINARY    semidishonest  semi-bin         3          NA            NA                 NA                 25000            10000       0.16529              0.22                 236           832%       ~765          21.76           64.6426          0.41             NA,NA                  
53       BINARY    semidishonest  semi-bin         3          NA            NA                 NA                 25000            10000       0.223011             0.27                 243           914%       ~765          21.76           64.6426          0.64             NA,NA                  
53       BINARY    semidishonest  semi-bin         3          NA            NA                 NA                 25000            10000       0.268469             0.31                 247           669%       ~765          21.76           64.6426          0.56             NA,NA                  
53       BINARY    semidishonest  semi-bin         3          NA            NA                 NA                 25000            10000       0.260998             0.31                 258           735%       ~765          21.76           64.6426          0.74             NA,NA                  
53       BINARY    semidishonest  semi-bin         3          NA            NA                 NA                 25000            10000       0.145725             0.19                 256           908%       ~765          21.76           64.6426          0.34             NA,NA                  
53       BINARY    semidishonest  semi-bin         3          NA            NA                 NA                 25000            10000       0.216358             0.26                 267           915%       ~765          21.76           64.6426          0.55             NA,NA                  
53       BINARY    semidishonest  semi-bin         3          NA            NA                 NA                 25000            10000       0.159504             0.20                 247           867%       ~765          21.76           64.6426          0.46             NA,NA                  
53       BINARY    semidishonest  semi-bin         3          NA            NA                 NA                 10000            10000       0.273295             0.32                 244           738%       ~765          21.76           64.6426          0.62             NA,NA                  
53       BINARY    semidishonest  semi-bin         3          NA            NA                 NA                 10000            10000       0.284291             0.33                 244           897%       ~765          21.76           64.6426          1.07             NA,NA                  
53       BINARY    semidishonest  semi-bin         3          NA            NA                 NA                 10000            10000       0.219876             0.26                 257           915%       ~765          21.76           64.6426          0.79             NA,NA                  
53       BINARY    semidishonest  semi-bin         3          NA            NA                 NA                 10000            10000       0.182254             0.23                 245           859%       ~765          21.76           64.6426          0.32             NA,NA                  
53       BINARY    semidishonest  semi-bin         3          NA            NA                 NA                 10000            10000       0.202337             0.24                 252           833%       ~765          21.76           64.6426          0.64             NA,NA                  
53       BINARY    semidishonest  semi-bin         3          NA            NA                 NA                 10000            10000       0.219707             0.27                 257           892%       ~765          21.76           64.6426          0.67             NA,NA                  
53       BINARY    semidishonest  semi-bin         3          NA            NA                 NA                 10000            10000       0.26493              0.30                 250           784%       ~765          21.76           64.6426          0.87             NA,NA                  
53       BINARY    semidishonest  semi-bin         3          NA            NA                 NA                 10000            10000       0.147274             0.20                 254           856%       ~765          21.76           64.6426          0.29             NA,NA                  
53       BINARY    semidishonest  semi-bin         3          NA            NA                 NA                 10000            10000       0.261298             0.31                 231           793%       ~765          21.76           64.6426          0.76             NA,NA                  
53       BINARY    semidishonest  semi-bin         3          NA            NA                 NA                 10000            10000       0.30123              0.34                 241           844%       ~765          21.76           64.6426          0.90             NA,NA                  
53       BINARY    semidishonest  semi-bin         3          NA            NA                 NA                 1000             10000       0.285018             0.32                 251           823%       ~765          21.76           64.6426          0.72             NA,NA                  
53       BINARY    semidishonest  semi-bin         3          NA            NA                 NA                 1000             10000       0.271474             0.31                 256           807%       ~765          21.76           64.6426          0.74             NA,NA                  
53       BINARY    semidishonest  semi-bin         3          NA            NA                 NA                 1000             10000       0.261747             0.30                 246           765%       ~765          21.76           64.6426          0.57             NA,NA                  
53       BINARY    semidishonest  semi-bin         3          NA            NA                 NA                 1000             10000       0.197354             0.25                 240           746%       ~765          21.76           64.6426          0.40             NA,NA                  
53       BINARY    semidishonest  semi-bin         3          NA            NA                 NA                 1000             10000       0.232991             0.29                 254           849%       ~765          21.76           64.6426          0.64             NA,NA                  
53       BINARY    semidishonest  semi-bin         3          NA            NA                 NA                 1000             10000       0.350226             0.40                 239           676%       ~765          21.76           64.6426          0.86             NA,NA                  
53       BINARY    semidishonest  semi-bin         3          NA            NA                 NA                 1000             10000       0.289405             0.33                 245           948%       ~765          21.76           64.6426          1.00             NA,NA                  
53       BINARY    semidishonest  semi-bin         3          NA            NA                 NA                 1000             10000       0.273309             0.32                 253           868%       ~765          21.76           64.6426          0.96             NA,NA                  
53       BINARY    semidishonest  semi-bin         3          NA            NA                 NA                 1000             10000       0.276316             0.33                 247           838%       ~765          21.76           64.6426          0.83             NA,NA                  
53       BINARY    semidishonest  semi-bin         3          NA            NA                 NA                 1000             10000       0.227954             0.27                 255           822%       ~765          21.76           64.6426          0.60             NA,NA                  
53       BINARY    semidishonest  semi-bin         3          NA            NA                 NA                 100              10000       1.33423              1.39                 259           416%       ~765          21.76           64.6426          3.26             NA,NA                  
53       BINARY    semidishonest  semi-bin         3          NA            NA                 NA                 100              10000       1.47752              1.53                 245           299%       ~765          21.76           64.6426          2.24             NA,NA                  
53       BINARY    semidishonest  semi-bin         3          NA            NA                 NA                 100              10000       1.43915              1.48                 246           473%       ~765          21.76           64.6426          4.07             NA,NA                  
53       BINARY    semidishonest  semi-bin         3          NA            NA                 NA                 100              10000       1.36691              1.42                 262           594%       ~765          21.76           64.6426          5.37             NA,NA                  
53       BINARY    semidishonest  semi-bin         3          NA            NA                 NA                 100              10000       1.39572              1.45                 252           461%       ~765          21.76           64.6426          4.00             NA,NA                  
53       BINARY    semidishonest  semi-bin         3          NA            NA                 NA                 100              10000       1.5598               1.61                 252           188%       ~765          21.76           64.6426          0.81             NA,NA                  
53       BINARY    semidishonest  semi-bin         3          NA            NA                 NA                 100              10000       1.39385              1.44                 259           543%       ~765          21.76           64.6426          5.19             NA,NA                  
53       BINARY    semidishonest  semi-bin         3          NA            NA                 NA                 100              10000       1.29429              1.34                 253           536%       ~765          21.76           64.6426          4.28             NA,NA                  
53       BINARY    semidishonest  semi-bin         3          NA            NA                 NA                 100              10000       1.35635              1.41                 251           307%       ~765          21.76           64.6426          2.02             NA,NA                  
53       BINARY    semidishonest  semi-bin         3          NA            NA                 NA                 100              10000       1.3889               1.45                 266           477%       ~765          21.76           64.6426          4.23             NA,NA                  
